key,context,en,de,es,fr,pt,it,nl,pl,ru,ja,zh,pt_BR,bg,cs,da,et,fi,el,hu,lv,lt,ro,sk,sl,sv,hi,af,sq,am,ar,hy,az,bn,eu,be,my,ca,hr,is,id,kn,kk,km,ko,ky,lo,mk,ms,ml,mn,ne,no,fa,pa,rm,si,ta,te,th,tr,uk,ur,vi,zu,fil,gl,ka,he,sr,gu,sw
select_day_of_the_month,,Select day of the month,Wählen Sie den Tag des Monats,Seleccione el día del mes,Sélectionnez le jour du mois,Selecione o dia do mês,Seleziona il giorno del mese,Selecteer dag van de maand,Wybierz dzień miesiąca,Выберите день месяца,月の日にちを選択してください,选择月份中的日期,Selecione o dia do mês,Изберете ден от месеца,Vyberte den v měsíci,Vælg dag i måneden,Valige kuu päev,Valitse kuukauden päivä,Επιλέξτε ημέρα του μήνα,Válassza ki a hónap napját,Izvēlieties mēneša dienu,Pasirinkite mėnesio dieną,Selectați ziua lunii,Vyberte deň v mesiaci,Izberite dan v mesecu,Välj dag i månaden,महीने का दिन चुनें,Kies dag van die maand,Zgjidhni ditën e muajit,የወሩን ቀን ይምረጡ,اختر يوماً من الشهر,Ընտրեք ամսվա օրը,Ayın gününü seçin,মাসের দিন নির্বাচন করুন,Hilabeteko eguna hautatu,Абярыце дзень месяца,လအတွင်းရက်ရွေးပါ။,Selecciona el dia del mes,Odaberite dan u mjesecu,Veldu dag mánaðarins,Pilih hari dalam bulan,ತಿಂಗಳ ದಿನವನ್ನು ಆಯ್ಕೆಮಾಡಿ,Айдың күнін таңдаңыз,ជ្រើសរើសថ្ងៃនៃខែ,월의 날짜를 선택하세요,Ayın künün tandalыz,ເລືອກວັນຂອງເດືອນ,Изберете ден од месецот,Pilih hari dalam bulan,മാസത്തിലെ ദിവസം തിരഞ്ഞെടുക്കുക,Сарын өдрийг сонгоно уу,महिनाको दिन चयन गर्नुहोस्,Velg dag i måneden,انتخاب روز ماه,ਮਹੀਨੇ ਦਾ ਦਿਨ ਚੁਣੋ,Tscherna di dal mais,මාසයේ දිනය තෝරන්න,மாதத்தின் நாளை தேர்ந்தெடுக்கவும்,నెలలో రోజును ఎంచుకోండి,เลือกวันของเดือน,Ayın gününü seçin,Оберіть день місяця,مہینے کا دن منتخب کریں,Chọn ngày trong tháng,Khetha usuku lwenyanga,Pumili ng araw ng buwan,Selecciona o día do mes,თვის დღის არჩევა,בחר יום בחודש,Izaberite dan u mesecu,મહિનાનો દિવસ પસંદ કરો,Chagua siku ya mwezi
on_week_of_the_month,,On following weeks of the month,An den folgenden Wochen des Monats,En las siguientes semanas del mes,Au cours des semaines suivantes du mois,Nas seguintes semanas do mês,Nelle settimane seguenti del mese,In de komende weken van de maand,W następujących tygodniach miesiąca,На следующих неделях месяца,月の残りの週に,在本月接下来的几周内,Nas próximas semanas do mês,През следващите седмици от месеца,V následujících týdnech měsíce,I de følgende uger af måneden,Järgnevatel nädalatel kuus,Seuraavina viikkoina kuukaudessa,Στις επόμενες εβδομάδες του μήνα,A hónap következő heteiben,Nākamajās mēneša nedēļās,Ateinančiomis mėnesio savaitėmis,În săptămânile următoare ale lunii,V nasledujúcich týždňoch mesiaca,V naslednjih tednih meseca,Under följande veckor i månaden,महीने के आने वाले सप्ताहों में,Op die volgende weke van die maand,Në javët në vijim të muajit,በወሩ ምክንያት ውስጥ የሚከተሉ ሳምንታት,في الأسابيع التالية من الشهر,Հաջորդ շաբաթներին ամսվա ընթացքում,Ayın sonrakı həftələrində,মাসের আগামী সপ্তাহগুলিতে,Hilabetearen hurrengo asteetan,У наступныя тыдні месяца,လအတွင်းရှိ လာမည့် အပတ်များတွင်,En les setmanes següents del mes,U sljedećim tjednima mjeseca,Á eftirfarandi vikum mánaðarins,Pada minggu-minggu berikutnya dalam bulan ini,ಮಾಸದ ಮುಂದಿನ ವಾರಗಳಲ್ಲಿ,Айдың келесі апталарында,ក្នុងសប្ដាហ៍បន្ទាប់ៗនៃខែ,해당 월의 다음 주에,Айдын кийинки апталарында,ໃນອາທິດທີ່ຈະມາຂອງເດືອນ,Во претстојните недели од месецот,Pada minggu-minggu berikutnya dalam bulan ini,മാസത്തിലെ തുടർച്ചയായ ആഴ്ചകളിൽ,Сарын дараагийн долоо хоногуудад,महिनाको आउने हप्ताहरुमा,På følgende uker i måneden,در هفته‌های آتی از ماه,ਮਹੀਨੇ ਦੇ ਆਉਣ ਵਾਲੇ ਹਫ਼ਤਿਆਂ ਵਿੱਚ,Sin las emnas suandantas dal mais,මාසයේ පසු එන සතියන් තුළ에서,மாதத்தின் வரும் வாரங்களில்,నెలలో తరువాతి వారాలలో,ในสัปดาห์ถัดไปของเดือน,Ayın takip eden haftalarında,У наступні тижні місяця,مہینے کے آنے والے ہفتوں میں,Trong các tuần tiếp theo của tháng,Ngezonto ezilandelayo zenyanga,Sa mga susunod na linggo ng buwan,Nas seguintes semanas do mes,თვის შემდეგი კვირების განმავლობაში,בשבועות הבאים של החודש,U narednim nedeljama meseca,મહિનાના આગામી અઠવાડિયાઓમાં,Katika wiki zifuatazo za mwezi
only_for_these_months,,Only for these months,Nur für diese Monate,Solo para estos meses,Uniquement pour ces mois,Apenas para estes meses,Solo per questi mesi,Alleen voor deze maanden,Tylko dla tych miesięcy,Только для этих месяцев,これらの月に限ります,仅限这些月份,Apenas para estes meses,Само за тези месеци,Pouze pro tyto měsíce,Kun for disse måneder,Ainult nendeks kuudeks,Vain näille kuukausille,Μόνο για αυτούς τους μήνες,Csak ezekre a hónapokra,Tikai šiem mēnešiem,Tik šiems mėnesiams,Doar pentru aceste luni,Iba pre tieto mesiace,Samo za te mesece,Endast för dessa månader,केवल इन महीनों के लिए,Net vir hierdie maande,Vetëm për këto muaj,ብቻ ለእነዚህ ወራቶች,فقط لهذه الأشهر,Միայն այս ամիսներին,Yalnız bu aylar üçün,শুধুমাত্র এই মাসগুলির জন্য,Hilabete hauetarako soilik,Толькі на гэтыя месяцы,ဒီလများအတွက်သာ။,Només per aquests mesos,Samo za ove mjesece,Aðeins fyrir þessa mánuði,Hanya untuk bulan-bulan ini,ಈ ತಿಂಗಳುಗಳಿಗೆ ಮಾತ್ರ,Тек осы айлардағы үшін,សម្រាប់តែខែទាំងនេះប៉ុណ្ណោះ,이 달에만 해당됩니다,Бул айлар үчүн гана,ສະເພາະເດືອນນີ້ເທົ່ານັ້ນ,Само за овие месеци,Hanya untuk bulan-bulan ini,ഈ മാസങ്ങൾക്ക് മാത്രം,Эдгээр саруудад л зориулав.,यी महिनाहरूको लागि मात्रै,Kun for disse månedene,فقط برای این ماه‌ها,ਸਿਰਫ਼ ਇਨ੍ਹਾਂ ਮਹੀਨਿਆਂ ਲਈ,Mo per quests mais,මේ මාස වලට පමණයි,இந்த மாதங்களுக்கு மட்டுமே,ఈ నెలలకు మాత్రమే,เฉพาะเดือนเหล่านี้เท่านั้น,Sadece bu aylar için,Лише для цих місяців,صرف ان مہینوں کے لئے,Chỉ dành cho những tháng này,Kuphela ngenyanga lezi,Tanging para sa mga buwang ito,Só para estes meses,მხოლოდ ამ თვეებისთვის,רק לחודשים אלה,Samo za ove mesece,માત્ર આ મહિના માટે,Tu kwa miezi hii
ends,,Ends,Endet,Finaliza,Se termine,Termina,Termina,Eindigt,Kończy się,Заканчивается,終了時間,结束时间,Termina,Завършва,Končí,Slutter,Lõpeb,Päättyy,Τελειώνει,Befejeződik,Beidzas,Baigiasi,Se termină,Končí,Konča se,Slutar,समाप्त होता है,Eindig,Përfundon,ይከታተላል,ينتهي,Ավարտվում է,Bitir LinkedIn,শেষ হয়,Amaiera,Заканчаецца,အဆုံးသတ်သည်,Acaba,Završava,Lýkur,Berakhir,ಅಂತ್ಯಗೊಳ್ಳುತ್ತದೆ,Аяқталады,បញ្ចប់,종료,Аяктайт,ສິ້ນສຸດ,Завршува,Berakhir,അവസാനിക്കുന്നു,Дуусах болно,समाप्त हुन्छ,Slutter,پایان می‌یابد,ਖਤਮ ਹੁੰਦਾ ਹੈ,Finischa,අවසන් වේ,முடிவுறுகிறது,ముగిసింది,สิ้นสุด,Bitiş Tarihi,Закінчується,ختم ہوتا ہے,Kết thúc,Iphela,Natatapos,Remata,დამთავრება,נגמר,Završava se,સમાપ્ત થાય છે,Inaisha
never,,Never,Nie,Nunca,Jamais,Nunca,Mai,Nooit,Nigdy,Никогда,決して,从不,Nunca,Никога,Nikdy,Aldrig,Kunagi,Ei koskaan,Ποτέ,Soha,Nekad,Niekada,Niciodată,Nikdy,Nikoli,Aldrig,कभी नहीं,Nooit,Kurrë,ፈጣሪ አይደለም,أبدًا,Երբեք,Heç vaxt,কখনো না,Inoiz ez,Ніколі,ဘယ်တော့မှမ,Mai,Nikad,Aldrei,Tidak pernah,ಎಂದಿಗೂ,Ешқашан,មិនដែល,절대로,Эч качан,ບໍ່ເຄີຍ,Никогаш,Tidak pernah,ഒരിക്കലും,Хэзээ ч,कहिल्यै,Aldri,هرگز,ਕਦੇ ਵੀ ਨਹੀਂ,Mai,කිසි දිනෙක නැත,ஒருபோதும்,ఎప్పుడూ,ไม่เคย,Asla,Ніколи,کبھی نہیں,Không bao giờ,Nanini,Hindi kailanman,Nunca,არასდროს,אף פעם,Nikada,ક્યારેય નહિ,Kamwe
NONE,,Not set,Keine,Ninguno,Aucun,Nenhum,Nessuno,Geen,Brak,Нет,なし,无,Nenhum,Няма,Žádný,Ingen,Puudub,Ei mitään,Κανένα,Nincs,Nav,Nėra,Nici unul,Žiadne,Nobeden,Ingen,कोई नहीं,Geen,Asnjë,አልተለከለም,لا شيء,Ոչ մեկը,Heç biri,কিছু নয়,Bat ere ez,Няма,မရှိပါ,Cap,Nema,Engin,Tidak Ada,ಯಾವುದೂ ಇಲ್ಲ,Ешқайсысы,គ្មាន,없음,Жок,ບໍ່ເຫມືອນກັນ,Ништо,Tiada,യാതൊന്നുമില്ല,Байхгүй,कुनै पनि छैन,Ingen,هیچکدام,ਕੋਈ ਨਹੀਂ,Nagina,කිසිවක් නැත,யாவும் இல்லை,ఏది కాదు,ไม่มี,Hiçbiri,Немає,کوئی نہیں,Không có,Akukho,Wala,Ningún,არცერთი,ללא,Nijedna,કંઇ નથી,Hakuna
CONFIRMED,,Confirmed,Bestätigt,Confirmado,Confirmé,Confirmado,Confermato,Bevestigd,Potwierdzone,Подтверждено,確認済み,已确认,Confirmado,Потвърдено,Potvrzeno,Bekræftet,Kinnitatud,Vahvistettu,Επιβεβαιωμένο,Megerősítve,Apstiprināts,Patvirtinta,Confirmat,Potvrdené,Potrjeno,Bekräftad,पुष्टि की गई,Bevestig,Konfirmuar,ተረጋግጧል,مؤكد,Հաստատված,Təsdiqləndi,নিশ্চিত করা হয়েছে,Baieztatuta,Пацверджана,အတည်ပြုပြီး,Confirmat,Potvrđeno,Staðfest,Terkonfirmasi,ದೃಢೀಕರಿಸಲಾಗಿದೆ,Расталған,បានបញ្ជាក់,확인됨,Тастыкталды,ຢືນຢັນແລ້ວ,Потврдено,Disahkan,സ്ഥിരീകരിച്ചു,Баталгаажсан,पुष्टि भयो,Bekreftet,تایید شد,ਪੁਸ਼ਟੀ ਕੀਤੀ,Confermà,තහවුරු කර ඇත,உறுதிப்படுத்தப்பட்டது,నిర్ధారించబడింది,ยืนยันแล้ว,Onaylandı,Підтверджено,تصدیق شدہ,Đã xác nhận,Kuqinisekisiwe,Kumpirmado,Confirmado,დასტურილი,מאושר,Potvrđeno,ખાતરી થઈ ગઈ,Imethibitishwa
CANCELED,,Canceled,Abgesagt,Cancelado,Annulé,Cancelado,Annullato,Geannuleerd,Anulowano,Отменено,キャンセル済み,已取消,Cancelado,Отменен,Zrušeno,Aflyst,Tühistatud,Peruutettu,Ακυρώθηκε,Törölve,Atcelts,Atšaukta,Anulat,Zrušené,Preklicano,Inställt,रद्द किया गया,Gekanselleer,Anuluar,ተሰርዟል,ملغاة,Չեղարկված,Ləğv edildi,বাতিল করা হয়েছে,Ezeztatuta,Адменена,ဖျက်သိမ်းပြီး,Cancel·lat,Otkazano,Aflýst,Dibatalkan,ರದ್ದುಗೊಳಿಸಲಾಗಿದೆ,Күшін жойды,បានបោះបង់,취소됨,Жокко чыгарылды,ຍົກເລີກແລ້ວ,Откажано,Dibatalkan,റദ്ദാക്കിയിരിക്കുന്നു,Цуцлагдсан,रद्द भयो,Avlyst,لغو شد,ਰੱਦ ਕੀਤਾ ਗਿਆ,Annullà,අවලංගු කරන ලදී,ரத்து செய்யப்பட்டது,రద్దు చేయబడింది,ยกเลิกแล้ว,İptal Edildi,Скасовано,منسوخ کر دیا گیا,Đã hủy,Khanseliwe,Kinansela,Cancelado,გაუქმებული,בוטל,Otkazano,રદ કરેલું,Imefutwa
TENTATIVE,,Tentative,Vorläufig,Tentativo,Provisoire,Provisório,Provvisorio,Voorlopig,Niepewny,Предварительно,仮予定,暂定,Provisório,Предварителен,Nejistý,Foreløbig,Esialgne,Alustava,Προσωρινός,Előzetes,Provizorisks,Preliminarus,Provizoriu,Predbežný,Nezavezujoče,Preliminär,अनिश्चितकालीन,Voorlopig,Provizore,እየተጠበቀ,مؤقتة,Անհաստատ,Müvəqqəti,সাময়িক,Behin-behineko,Папярэдні,ယာယီအစီအစဉ်များ,Provisional,Nesiguran,Áformlegur,Tentatif,ತಾತ್ಕಾಲಿಕವಾಗಿ,Ұсынылған,បណ្ដោះអាសន្ន,임시적인,Болжолдуу,ຍັງບໍ່ແນ່ໃຈ,Предлог,Tentatif,താൽക്കാലികം,Тодорхойгүй,अनौपचारिक,Foreløpig,موقت,ਅਸਥਾਈ ਤੌਰ ਤੇ,Provisoric,කාලීන ලෙස,கால்மானம்,తాత్కాలికంగా,ไม่แน่นอน,Belirsiz,Орієнтовно,عارضی,Dự kiến,Okwesikhashana,Pansamantala,Provisional,Სავარაუდოდ,ראשוני,Privremeno,કામચલાઉ,Ya muda
FREE,,Available,Verfügbar,Disponible,Disponible,Disponível,Disponibile,Beschikbaar,Dostępne,Доступно,利用可能,可用的,Disponível,Наличен,Dostupné,Ledig,Saadaval,Saatavilla,Διαθέσιμος,Elérhető,Pieejams,Prieinamas,Disponibil,Dostupné,Na voljo,Tillgänglig,उपलब्ध,Beskikbaar,E disponueshme,ይገኛል,متاح,Առաջանայիք,Mövcuddur,উপলব্ধ,Eskuragarri,Даступны,ရနိုင်သည်,Disponible,Dostupno,Laus,Tersedia,ಲಭ್ಯವಿದೆ,Қолжетімді,ដែលមាននៅលើបណ្តាញ,사용 가능한,Жеткиликтүү,ມີຢູ່,Достапно,Tersedia,ലഭ്യമാണ്,Боломжтой,उपलब्ध,Ledig,در دسترس,ਉਪਲਬਧ,Disponibel,ලබා ගත හැකි,கிடைக்கும்,అందుబాటులో ఉంది,ว่าง,Uygun,Доступно,دستیاب,Có sẵn,Tholakala,Magagamit,Dispoñible,მისაწვდომი,זמין,Dostupno,ઉપલબ્ધ,Inapatikana
BUSY,,Busy,Beschäftigt,Ocupado,Occupé,Ocupado,Impegnato,Bezet,Zajęty,Занят,忙しい,忙碌,Ocupado,Зает,Zaneprázdněný,Optaget,Hõivatud,Varattu,Απασχολημένος,Elfoglalt,Aizņemts,Užimtas,Ocupat,Zaneprázdnený,Zaseden,Upptagen,व्यस्त,Besig,I Zënë,ተስፋፊ,مشغول,Ազդակ՝րարած,Məşğul,ব্যস্ত,Lanpetuta,Заняты,အလုပ်များနေသည်။,Ocupat,Zauzeto,Upptekinn,Sibuk,ಬ್ಯುಸಿ,Бос емес,រវល់,바쁨,Банды,ອ່ອນວ່າງ,Зафатен,Sibuk,തിരക്കുള്ള,Түгжсэн,व्यस्त,Opptatt,شلوغ,ਵਿਅਸਤ,Occupà,කාර්යබහුලව පවතී,பிஸி,బిజీ,ยุ่ง,Meşgul,Зайнятий,مصروف,Bận rộn,Matasa,Abala,Ocupado,დაკავებული,עסוק,Zauzeto,વ્યસ્ત,Bize
UNAVAILABLE,,Unavailable,Nicht verfügbar,No disponible,Indisponible,Indisponível,Indisponibile,Niet beschikbaar,Niedostępne,Недоступно,利用不可,不可用,Indisponível,Недостъпен,Nedostupné,Utilgængelig,Pole saadaval,Ei saatavilla,Μη διαθέσιμος,Nem elérhető,Nav pieejams,Nepasiekiamas,Indisponibil,Nedostupné,Ni na voljo,Otillgänglig,अनुपलब्ध,Nie beskikbaar nie,I padisponueshëm,አይገኝም,غير متاح,Անհասանելի,Mövcud deyil,অনুপলব্ধ,Ez erabilgarri,Недаступны,မရနိုင်ပါ။,No disponible,Nedostupno,Ólaust,Tidak tersedia,ಲಭ್ಯವಿಲ್ಲ,Қолжетімсіз,មិនមានទេ,사용 불가능,Жеткиликсиз,ບໍ່​ມີ​ສາ​ມາດ,Недостапно,Tidak tersedia,ലഭ്യമല്ല.,Боломжгүй,अनुपलब्ध,Utilgjengelig,در دسترس نیست,ਉਪਲਬਧ ਨਹੀਂ,Indisponibel,නොපවතින,கிடைக்காது,అందుబాటులో లేని,ไม่พร้อมใช้งาน,Uygun değil,Недоступно,غیر دستیاب,Không khả dụng,Ayitholakali,Hindi magagamit,Non dispoñible.,მიუწვდომელი,אינו זמין,Nedostupno,અનુપલબ્ધ,Haipatikani
name,,Name,Name,Nombre,Nom,Nome,Nome,Naam,Nazwa,Имя,名前,名称,Nome,Име,Název,Navn,Nimi,Nimi,Όνομα,Név,Nosaukums,Pavadinimas,Nume,Názov,Ime,Namn,नाम,Naam,Emri,ስም,الاسم,Անվանում,Ad,নাম,Izena,Імя,အမည်,Nom,Ime,Nafn,Nama,ಹೆಸರು,Атау,ឈ្មោះ,이름,Аты,ຊື່,Име,Nama,പേര്,Нэр,नाम,Navn,نام,ਨਾਮ,Num,නම්,பெயர்,పేరు,ชื่อ,Ad,Ім'я,نام,Tên,Igama,Pangalan,Nome,სახელი,שם,Ime,નામ,Jina
edit_attendee,,Edit attendee,Teilnehmer bearbeiten,Editar asistente,Modifier le participant,Editar participante,Modifica partecipante,De deelnemer bewerken,Edytuj uczestnika,Редактировать участника,参加者を編集,编辑与会者,Editar participante,Редактиране на участник,Upravit účastníka,Rediger deltager,Osaleja muutmine,Muokkaa osallistujaa,Επεξεργασία συμμετέχοντα,Résztvevő szerkesztése,Rediģēt dalībnieku,Redaguoti dalyvį,Editați participantul,Upraviť účastníka,Uredi udeleženca,Redigera deltagare,प्रतिभागी संपादित करें,Wysig bywoner,Redakto pjesëmarrësin,አባልን አርትዕ,تحرير المشارك,Փոփոխել հաճախորդին,İştirakçını düzəlt,অতিথি সম্পাদনা করুন,Editatu partaidea,Рэдагаваць удзельніка,တက်ရောက်သူကို ပြင်ဆင်ပါ။,Edita el participant,Uredi sudionika,Breyta þátttakanda,Edit peserta,ಭಾಗವಹಿಸುವವರನ್ನು ತಿದ್ದು,Қатысушыны өңдеу,កែប្រែអ្នកចូលរួម,참석자 수정,Катышуучуну оңдоо,ແກ້ໄຂຜູ້ເຂົ້າຮ່ວມ,Уреди учесник,Edit peserta,ഹാജരാകുന്നവരെ തിരുത്തുക,Оролцогчийг засах,अतिथि सम्पादन गर्नुहोस्,Rediger deltaker,ویرایش شرکت‌کننده,ਉਪਸਥਿਤੀ ਸੋਧੋ,Modifitgar participant,සහභාගීවරයා සංස්කරණය කරන්න,பங்கேற்பாளரை திருத்துக,హాజరు అయ్యేవారిని సవరించు,แก้ไขผู้เข้าร่วม,Katılımcıyı düzenle,Редагувати учасника,شرکاء میں ترمیم کریں,Chỉnh sửa người tham dự,Hlela umhlanganyeli,I-edit ang kalahok,Editar participante,მონაწილეს რედაქტირება,ערוך משתתף,Izmeni učesnika,સભ્યને સંપાદિત કરો,Hariri mwalikwa
add_an_attendee,,Add an attendee,Einen Teilnehmer hinzufügen,Agregar un participante,Ajouter un participant,Adicionar um participante,Aggiungi un partecipante,Voeg een deelnemer toe,Dodaj uczestnika,Добавить участника,参加者を追加,添加与会者,Adicionar um participante,Добавете участник,Přidat účastníka,Tilføj en deltager,Lisa osaleja,Lisää osallistuja,Προσθέστε έναν συμμετέχοντα,Vegyél fel egy résztvevőt,Pievienot dalībnieku,Pridėti dalyvį,Adaugă un participant,Pridať účastníka,Dodaj udeleženca,Lägg till en deltagare,एक प्रतिभागी जोड़ें,Voeg 'n bywoner by,Shto një pjesëmarrës,እንቅስቃሴ ይጨምሩ,أضف حضورًا,Հավելել մասնակից։,İştirakçı əlavə et,একজন অংশগ্রহণকারী যোগ করুন,Gonbidatu bat gehitu,Дадайце ўдзельніка,တက်ရောက်သူအသစ်ထည့်ပါ။,Afegeix un assistent,Dodaj sudionika,Bæta við þátttakanda,Tambahkan peserta,ಭಾಗವಹಿಸುವವರನ್ನು ಸೇರಿಸಿ,Қатысушы қосу,បន្ថែមអ្នកចូលរួម,참석자 추가,Катышуучуну кошуу,ເພີ່ມຜູ້ເຂົ້າເຊີນ,Додади учесник,Tambahkan peserta,ഒരു പങ്കെടുക്കുന്നവരെ ചേർക്കുക,Оролцогч нэмэх,प्रतिभागी थप्नुहोस्,Legg til en deltaker,افزودن یک شرکت‌کننده,ਇੱਕ ਹਾਜ਼ਰੀ ਜੋੜੋ,Agiuntar in partecipant,කැඳවීම් ලැබූවෙකු එක් කරන්න,பங்கேற்பாளரை சேர்க்கவும்,హాజరు అయ్యేవారిని జోడించండి,เพิ่มผู้เข้าร่วม,Katılımcı ekle,Додати учасника,شرکت کنندہ شامل کریں,Thêm một người tham dự,Engeza umhlanganyeli,Magdagdag ng isang kalahok,Engade un asistente,დაამატეთ დასწრების მიმართულება,הוסף משתתף,Dodajte učesnika,એક હાજરી ઉમેરો,Ongeza mshiriki
please_enter_a_name,,Please enter a name,Bitte geben Sie einen Namen ein,Por favor ingresa un nombre,Veuillez entrer un nom,"Por favor, insira um nome",Inserisci un nome,Voer een naam in,Proszę wpisać nazwę,"Пожалуйста, введите имя",名前を入力してください,请输入名称,"Por favor, insira um nome","Моля, въведете име",Zadejte prosím název,Indtast venligst et navn,Palun sisestage nimi,Anna nimi,Παρακαλώ εισάγετε ένα όνομα,"Kérjük, adja meg a nevet","Lūdzu, ievadiet nosaukumu",Įveskite pavadinimą,Vă rugăm să introduceți un nume,Zadajte názov,Vnesite ime,Ange ett namn,कृपया एक नाम दर्ज करें,Voer asseblief 'n naam in,Ju lutemi shkruani një emër,እባክዎ ስም ያስገቡ,يرجى إدخال اسم,Խնդրում ենք մուտքագրել անուն,Zəhmət olmasa bir ad daxil edin,অনুগ্রহ করে একটি নাম লিখুন,"Mesedez, sartu izen bat","Калі ласка, увядзіце імя",အမည်ထည့်ပေးပါ။,"Si us plau, introduïu un nom",Unesite ime,Vinsamlegast sláðu inn nafn,Silakan masukkan nama,ದಯವಿಟ್ಟು ಹೆಸರನ್ನು ನಮೂದಿಸಿ,Атауын енгізіңіз,សូមបញ្ចូលឈ្មោះ,이름을 입력하세요,Атын киргизиңиз,ກະລຸນາໃສ່ຊື່,Ве молиме внесете име,Sila masukkan nama,ഒരു പേര് നൽകുക,Нэр оруулна уу,कृपया नाम प्रविष्ट गर्नुहोस्,Vennligst skriv inn et navn,لطفا نامی وارد کنید,ਕਿਰਪਾ ਕਰਕੇ ਇੱਕ ਨਾਮ ਦਰਜ ਕਰੋ,Per plaschair endatescha in num,කරුණාකර නමක් ඇතුලත් කරන්න,ஒரு பெயரை உள்ளிடவும்,ఒక పేరు నమోదు చేయండి,กรุณาป้อนชื่อ,Lütfen bir ad girin,"Будь ласка, введіть назву",براہ کرم نام درج کریں,Vui lòng nhập tên,Sicela ufake igama,Mangyaring maglagay ng pangalan,Introduce un nome,"გთხოვთ, შეიყვანეთ სახელი",אנא הזן שם,Unesite ime,કૃપા કરીને નામ દાખલ કરો,Tafadhali weka jina
enter_valid_email,,Please enter a valid email address,Bitte geben Sie eine gültige E-Mail-Adresse ein,"Por favor, introduce una dirección de correo electrónico válida.",Veuillez saisir une adresse e-mail valide,"Por favor, insira um endereço de e-mail válido.",Inserisci un indirizzo email valido,Voer een geldig e-mailadres in,Proszę wprowadzić poprawny adres e-mail,"Пожалуйста, введите действующий адрес электронной почты",有効なメールアドレスを入力してください。,请输入有效的电子邮件地址,"Por favor, insira um endereço de e-mail válido","Моля, въведете валиден имейл адрес",Zadejte prosím platnou e-mailovou adresu.,Indtast venligst en gyldig e-mailadresse,Sisestage kehtiv e-posti aadress.,Anna voimassa oleva sähköpostiosoite,Παρακαλώ εισάγετε μια έγκυρη διεύθυνση email,"Kérjük, adjon meg egy érvényes e-mail címet","Lūdzu, ievadiet derīgu e-pasta adresi",Įveskite galiojantį el. pašto adresą,Vă rugăm să introduceți o adresă de email validă,Zadajte platnú e-mailovú adresu,Vnesite veljaven e-poštni naslov,Ange en giltig e-postadress,कृपया एक मान्य ईमेल पता दर्ज करें।,Voer asseblief 'n geldige e-posadres in,Ju lutemi vendosni një adresë të vlefshme emaili,እባክዎን የሚሰራ ኢሜል አድራሻ ያስገቡ,يرجى إدخال عنوان بريد إلكتروني صالح,Խնդրում ենք մուտքագրել վավեր էլփոստի հասցե։,Lütfən etibarlı bir e-poçt ünvanı daxil edin,অনুগ্রহ করে একটি বৈধ ইমেইল ঠিকানা প্রবেশ করান,Sartu baliozko helbide elektroniko bat,"Калі ласка, увядзіце дзейсны адрас электроннай пошты",ကျေးဇူးပြု၍ တရားဝင်သော အီးမေးလ် လိပ်စာကို ထည့်ပါ။,"Si us plau, introduïu una adreça de correu electrònic vàlida",Unesite valjanu adresu e-pošte,Vinsamlegast sláðu inn gilt netfang.,Silakan masukkan alamat email yang valid,ದಯವಿಟ್ಟು ಮಾನ್ಯ ಇಮೇಲ್ ವಿಳಾಸ ನಮೂದಿಸಿ,Жарамды электрондық пошта мекенжайын енгізіңіз,សូមបញ្ចូលអាសយដ្ឋានអ៊ីម៉ែលដែលត្រឹមត្រូវ,유효한 이메일 주소를 입력해 주세요.,Жарактуу электрондук почта дарегин киргизиңиз,ກະລຸນາໃສ່ທີ່ຢູ່ອີເມວທີ່ຖືກຕ້ອງ,Ве молиме внесете валидна е-поштенска адреса,Sila masukkan alamat emel yang sah,ദയവായി സാധുവായ ഇമെയിൽ വിലാസം നൽകുക,Та зөв и-мэйл хаяг оруулна уу,कृपया मान्य इमेल ठेगाना प्रविष्ट गर्नुहोस्।,Vennligst skriv inn en gyldig e-postadresse,لطفاً یک آدرس ایمیل معتبر وارد کنید,ਕ੃ਪਾ ਕਰਕੇ ਇੱਕ ਵੈਧ ਈਮੇਲ ਪਤਾ ਭਰੋ।,Per plaschair endatescha ina adressa d'email valaivla,කරුණාකර වලංගු ඊමේල් ලිපිනයක් ඇතුලත් කරන්න.,தயவுசெய்து செல்லுபடியான மின்னஞ்சல் முகவரியை உள்ளிடவும்,దయచేసి చెల్లుబాటు అయ్యే ఇమెయిల్ చిరునామాను నమోదు చేయండి,โปรดป้อนที่อยู่อีเมลที่ถูกต้อง,Lütfen geçerli bir e-posta adresi giriniz,"Будь ласка, введіть дійсну електронну адресу",براہ کرم درست ای میل ایڈریس درج کریں۔,Vui lòng nhập địa chỉ email hợp lệ,Sicela ufake ikheli le-imeyili elivumelekile,Pakipasok ang wastong email address,"Por favor, introduce un enderezo de correo electrónico válido","გთხოვთ, შეიტანეთ მართებული ელ-ფოსტის მისამართი","אנא הזן כתובת דוא""ל תקפה",Unesite važeću adresu e-pošte,કૃપા કરીને માન્ય ઈમેલ સરનામું દાખલ કરો,Tafadhali ingiza anwani ya barua pepe halali
